Month,Raw_C20,Raw_C22,Raw_C29,Raw_F,EngleGranger_P_C22,EngleGranger_P_C29,EngleGranger_P_F,System_Cointegrated
2024-04-01,84.4,93.0,111.6,102.7,0.715875481768011,0.9108186752518537,0.8885969745933978,0
2024-05-01,84.3,91.6,104.0,101.9,0.663327026685932,0.893005183923538,0.8823938678782286,0
2024-06-01,82.9,92.5,109.1,102.5,0.6172458803725808,0.849971322044243,0.8533882075036782,0
2024-07-01,85.7,91.5,104.5,101.9,0.640632269925963,0.8877906300803895,0.8756252823989853,0
2024-08-01,87.0,91.5,112.8,102.6,0.576464804383396,0.8561350650578874,0.8471327483696801,0
2024-09-01,82.3,91.4,106.6,102.0,0.5309129789540364,0.840529011429705,0.8235527030073635,0
2024-10-01,82.8,91.2,106.8,101.5,0.5701553882940369,0.8873098534563952,0.8854410691040941,0
2024-11-01,83.0,91.5,106.0,103.2,0.5727261746262181,0.9119332314487645,0.8935335197083236,0
2024-12-01,79.8,90.1,97.6,103.2,0.5547172701965407,0.9371300811392994,0.9156369478107275,0
2025-01-01,82.4,91.8,101.6,106.3,0.5856211660056003,0.9457166364737689,0.9222034846537541,0
2025-02-01,82.5,91.6,102.5,104.8,0.5793113157353932,0.9492803100328211,0.9161332588552624,0
2025-03-01,83.3,91.4,107.0,104.8,0.556420004077627,0.9502370074612415,0.9205177405927187,0
2025-04-01,83.3,92.0,106.6,105.1,0.5420248349413868,0.9220646343209113,0.8846519331831831,0
2025-05-01,79.3,91.3,105.5,104.2,0.5442638254321215,0.9329125255647516,0.8921071468274883,0
2025-06-01,78.9,91.3,110.1,104.5,0.6164915747377342,0.9539790366005629,0.9244541674723484,0
2025-07-01,79.2,91.8,109.4,105.6,0.6574548273859755,0.9559367926103141,0.9196405865565318,0
2025-08-01,79.1,92.1,100.6,104.4,0.6758151793692306,0.9561971807671561,0.9095434370397504,0
2025-09-01,79.3,91.2,106.2,104.1,0.6835628784965773,0.960709423832954,0.9234792766981507,0
2025-10-01,79.3,91.9,103.5,105.7,0.6549952956512914,0.9528379600533493,0.9073423823184459,0
2025-11-01,78.7,91.4,108.3,104.2,0.6597949011755093,0.9445265598683592,0.8892735596458435,0
2025-12-01,80.5,91.2,103.1,105.1,0.6551816750540946,0.9562935698642502,0.916016871831395,0
2026-01-01,78.9,90.6,103.4,102.9,0.6133610474688398,0.9464768994938388,0.8848556817531358,0
2026-02-01,79.3,90.5,104.6,103.0,0.6118485007675992,0.9575622696270867,0.9217797303725235,0
2026-03-01,79.3,90.5,104.6,103.0,0.05652404109445411,0.9390069199333979,0.9650619246722202,0
